business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,,,,
r0XYcXQ_uaF6fTY1m_73gQ,"""The Velo""",,"""828 N 2nd St""",Phoenix,AZ,85004,33.45738581,-112.0715566,4.5,37,1,Beer;Wine & Spirits;Sporting Goods;Local Services;Shopping;Bikes;Food;Coffee & Tea;Bike Repair/Maintenance,,,,
H8jJ6S6qYSXI-RM6V2GjZw,"""Gettingraphic Design""",,"""28150 N Alma School Pkwy""",Scottsdale,AZ,85262,33.7411239,-111.8438395,4.5,9,1,Professional Services;Web Design;Advertising;Graphic Design,,,,
NwzHJzuhtxiKX9_vsRrOkA,"""Poke Maki""",,"""""",Phoenix,AZ,85388,33.6129195,-112.4470275,4.5,4,1,Poke;Food;Food Trucks;Restaurants;Sushi Bars;Hawaiian,,,,
qkox9D5qzuvRD6vm4kQQpg,"""Brazilian body sculpting""",,"""""",Phoenix,AZ,,33.4483771,-112.0740373,4.5,3,1,Tanning;Health & Medical;Beauty & Spas;Medical Spas,,,,
16nZr_jT0IBZdPhrFD1r-A,"""Vintage Iron and Restoration""",,"""15931 N 80th St""",Scottsdale,AZ,85260,33.630721,-111.907565,4.5,6,1,Wheel & Rim Repair;Body Shops;Auto Customization;Auto Repair;Automotive,,,,
2k2q3P5xxe-zQciDK2SuFg,"""Seattle Espresso""",,"""891 N Val Vista Dr, Ste D101""",Gilbert,AZ,85234,33.3667157,-111.7560939,4.5,4,0,Coffee & Tea;Food,,,,
tFQE-LwvFWp2gFkrWu_TUQ,"""AZ Dog Sports""",,"""12639 N 48th St""",Phoenix,AZ,85032,33.60039049,-111.9769243,4.5,17,1,Educational Services;Education;Specialty Schools;Pets;Pet Services;Pet Training,,,,
IiTLzksQAv9U8CW3s0bmlg,"""Rudy's Mexican Grill""",,"""8257 E Guadalupe Rd, Ste 114""",Mesa,AZ,85212,33.364269,-111.655477,4.5,45,1,Mexican;Restaurants,,,,
MYYqJ2vBs6dL-l2l_uGG6Q,"""Az Automasters""",,"""4122 W Venus Way""",Chandler,AZ,85226,33.303281,-111.913853,4.5,60,1,Auto Parts & Supplies;Auto Repair;Automotive;Smog Check Stations,,,,
OIroaPsi7fr48YIfhRp_Sw,"""Hair By Tia""",,"""4302 E Ray Rd, Ste 103, Sania Salon""",Phoenix,AZ,85044,33.32086555,-111.9919625,4.5,18,1,Blow Dry/Out Services;Hair Extensions;Hair Stylists;Beauty & Spas;Nail Salons;Eyelash Service;Hair Loss Centers;Nail Technicians;Hair Salons,,,,
JSS9K-8TdmMqSYhC2q-wHg,"""Central Car Care""",,"""301 E Dunlap Ave""",Phoenix,AZ,85020,33.5674785,-112.0691387,4.5,34,1,Automotive;Auto Repair;Oil Change Stations;Auto Glass Services;Towing;Tires,,,,
ZYMCKCjMc4mtiT_okzcirw,"""LaserAway""",,"""3305 W Chandler Blvd, Ste E04""",Chandler,AZ,85226,33.3047658,-111.8983877,4.5,35,1,Health & Medical;Beauty & Spas;Body Contouring;Doctors;Hair Removal;Tattoo Removal;Medical Spas;Laser Hair Removal,,,,
6LCe-oSimikF7g-m104xkg,"""AZ Exotic Bird Rescue""",,"""2724 N Scottsdale Rd""",Scottsdale,AZ,85257,33.4785849,-111.92647,4.5,20,1,Pets;Pet Sitting;Pet Stores;Pet Adoption;Pet Groomers;Pet Services;Animal Shelters;Bird Shops,,,,
Zq1yNHUirFTZdVWf4YCQhw,"""Even Stevens Sandwiches""",,"""7217 E 4th Ave""",Scottsdale,AZ,85251,33.49776077,-111.9254761,4.5,72,1,Breakfast & Brunch;Salad;Vegan;Restaurants;Vegetarian;Sandwiches,,,,
EToQXuEjKiRmorKy0_Bh0Q,"""The Jukebox Dance Studio""",,"""1817 South Horne, Unit 1""",Mesa,AZ,85204,33.38240265,-111.812671,4.5,7,1,Active Life;Dance Studios;Fitness & Instruction,,,,
QqoU_pgKCK6QV0Vk336w0g,"""Sonoran Earthworks""",,"""""",Phoenix,AZ,85018,33.4962205,-111.9641728,4.5,7,1,Home Services;Landscape Architects,,,,
vfT1dMqpPRFFYl3SxOqNKA,"""Nate Whitten""",,"""""",Phoenix,AZ,,33.4483771,-112.0740373,4.5,3,0,Professional Services;Life Coach;Reflexology;Health & Medical;Hypnosis/Hypnotherapy;Career Counseling,,,,
oSPKjXIMTGd9DQUsKaB_0Q,"""Kyrene Del Cielo Elementary School""",,"""1350 N Lakeshore Dr""",Chandler,AZ,85226,33.3267481,-111.9176197,4.5,3,1,Education;Elementary Schools;Preschools;Middle Schools & High Schools,,,,
tnvZOd2vNCLPQS1KEZxqog,"""Dim Sum Cafe""",,"""2711 S Alma School Rd, (To the right of McDonald's)""",Mesa,AZ,85210,33.3658757,-111.8581042,4.5,77,1,Restaurants;Dim Sum;Chinese,,,,
_Mch5nSAM4ke2r5DwO3vmg,"""Hub Clothing""",,"""5213 N Central Ave""",Phoenix,AZ,85012,33.513586,-112.073374,4.5,12,1,Women's Clothing;Men's Clothing;Shopping;Fashion;Accessories,,,,
dcn63lRC9QWO9cXZyiFBqQ,"""Outrageous Olive Oils & Vinegars""",,"""Paradise Valley Mall, 4550 E Cactus Rd""",Phoenix,AZ,85032,33.601931,-111.983719,4.5,11,0,Food;Specialty Food,,,,
7qG2Yt4WOr9rI1v1LyFY-Q,"""Z-LANTRO Fresh Mexican Grill""",,"""1423 S Country Club Dr""",Mesa,AZ,85210,33.3880857,-111.8398542,4.5,19,0,Restaurants;Mexican,,,,
vd_V-QeOzsiIj8-zML1I1g,"""Nish S Shah, DMD MD""",,"""2450 W Ray Rd, Ste 1""",Chandler,AZ,85224,33.3213498,-111.884174,4.5,5,1,Oral Surgeons;Dentists;Health & Medical;Doctors,,,,
uoUtMnUVutu65JbIaVEi4Q,"""Petal Fresh Nails Spa""",,"""4419 E Main St, Ste 115""",Mesa,AZ,85205,33.4142216,-111.7359993,4.5,12,1,Waxing;Nail Salons;Massage;Hair Removal;Day Spas;Beauty & Spas;Eyelash Service,,,,
jU_fuUi3HZo1hZN6BH0iGQ,"""Taylor H Plumbing""",,"""""",Phoenix,AZ,85050,33.68721958,-112.0218387,4.5,10,1,Plumbing;Professional Services;Home Services,,,,
gEZY-Ie-0G47UWnQXk0vEA,"""Pin Curlz Parlor""",,"""17019 W Greenway Rd, Ste 115""",Surprise,AZ,85388,33.6238075,-112.4250219,4.5,46,1,Hair Stylists;Hair Salons;Hair Extensions;Beauty & Spas;Waxing;Men's Hair Salons;Hair Removal,,,,
qLWzcf5m-ynm-JNpM4E7KQ,"""Helados Zacatecas""",,"""1145 S Mesa Dr""",Mesa,AZ,85210,33.39408,-111.82255,4.5,3,1,Desserts;Food;Candy Stores;Juice Bars & Smoothies;Specialty Food;Ice Cream & Frozen Yogurt,,,,
DiZ2rabncBaCrNG3OB-CBA,"""Ultimate Electronics""",,"""15020 N Northsight Blvd""",Scottsdale,AZ,85260,33.6215679,-111.8971547,4.5,3,0,Shopping;Electronics,,,,
71VGQ--nxzv7AgncgOX2Ig,"""Open Sesame Market""",,"""3502 W Greenway Rd, Ste 2""",Phoenix,AZ,85053,33.6258282,-112.1342392,4.5,12,1,Food;Grocery;Specialty Food,,,,
U1VRdnJgCSOujL7vnGwKxw,"""UnderTow""",,"""3620 E Indian School Rd""",Phoenix,AZ,85018,33.49563353,-112.0034688,4.5,144,1,Nightlife;Bars;Cocktail Bars;Tiki Bars,,,,
bLZ8_XqjM6AZFYhc7e35HA,"""Salon Rituals""",,"""8960 W Bell Rd, Ste 108""",Peoria,AZ,85382,33.6398604,-112.2523992,4.5,10,1,Beauty & Spas;Hair Salons;Day Spas;Makeup Artists,,,,
zjT5e1q37E7Od8DceC9Eng,"""Arizona Hot Dog""",,"""9000 N 103rd Ave""",Sun City,AZ,85345,33.56571833,-112.2811626,4.5,3,1,Hot Dogs;Restaurants,,,,
T-SkGYodKmwZi7GrVzc1yw,"""Hemmingways Cigar Boutique""",,"""15211 N Kierland Blvd, Ste 180""",Scottsdale,AZ,85254,33.6245681,-111.9297497,4.5,3,0,Shopping;Tobacco Shops,,,,
XG4wxkFRZAI92Vb9n1BM_w,"""Paradise Valley Dental""",,"""10555 N Tatum Blvd, Ste A-104""",Paradise Valley,AZ,85253,33.5807933,-111.9773761,4.5,3,1,Health & Medical;General Dentistry;Dentists;Cosmetic Dentists,,,,
SczLDJ_zWLpQn4SWWw9AOQ,"""One Stop Mobility""",,"""2822 E Greenway Rd, Ste A""",Phoenix,AZ,85032,33.6266088,-112.021575,4.5,3,1,Automotive;Local Services;Home Health Care;Medical Supplies;Shopping;Health & Medical;Transportation;Mobility Equipment Sales & Services;Hotels & Travel,,,,
PIpCmok4zzozeSI7iT9H9A,"""Salt River Fields at Talking Stick""",,"""7555 N Pima Rd""",Scottsdale,AZ,85258,33.5491458,-111.8912225,4.5,180,1,Baseball Fields;Venues & Event Spaces;Active Life;Stadiums & Arenas;Event Planning & Services;Arts & Entertainment,,,,
eDOPHm67KGaybTpFY-1Kzw,"""Uptown Bridal and Boutique""",,"""1300 N McClintock Dr""",Chandler,AZ,85226,33.32513,-111.911589,4.5,94,1,Shopping;Bridal,,,,
GFoJkebYoK2sigk3H8lUlg,"""Twisted Cactus Brew & BBQ""",,"""4080 W Ray Rd, Ste 26""",Chandler,AZ,85226,33.3224277,-111.9119889,4.5,110,1,Burgers;Restaurants;Bars;Barbeque;Brewpubs;Beer;Wine & Spirits;Sandwiches;Nightlife;Beer Bar;Food;Pubs;Breweries,,,,
UVl_cyH4KQceOHEw8X_LeQ,"""East Mesa Karate""",,"""9303 E Baseline Rd, Ste 104""",Mesa,AZ,85209,33.3781832,-111.6330182,4.5,8,1,Karate;Active Life;Summer Camps;Fitness & Instruction;Martial Arts;Kickboxing,,,,
j3aymkAQ6VxwQ8EHDNX2aA,"""Myphonesbroke""",,"""825 S Cooper Rd, Ste B8""",Gilbert,AZ,85233,33.3345486,-111.8048599,4.5,16,0,Electronics Repair;Local Services;IT Services & Computer Repair;Mobile Phone Repair,,,,
y3re6MMixKz0YIJyVenkIg,"""E & J Appliance Service Company""",,"""5010 S Ash Ave, Ste 103""",Tempe,AZ,85282,33.380211,-111.943145,4.5,106,1,Local Services;Appliances & Repair,,,,
XV0Psf5A2OhfmEvJMTUrTQ,"""Tre Bella""",,"""119 W Main St""",Mesa,AZ,85201,33.414779,-111.8349647,4.5,27,1,Venues & Event Spaces;Wedding Planning;Event Planning & Services,,,,
SfpJv17t9Em7vbkZpJHs9A,"""Arcadia Shoe Repair""",,"""4747 E Thomas Rd""",Phoenix,AZ,85018,33.479817,-111.978749,4.5,8,1,Shoe Repair;Local Services,,,,
mEeFkMoU1oxxRmEMZcv22g,"""Thaku's Menswear""",,"""4320 N Scottsdale Rd""",Scottsdale,AZ,85251,33.499092,-111.92639,4.5,11,1,Fashion;Sewing & Alterations;Local Services;Shopping;Men's Clothing,,,,
f89NxtkRxcX2siYYKpPcdA,"""Chase Bank""",,"""4401 E Camelback Rd""",Phoenix,AZ,85018,33.509032,-111.986164,4.5,3,1,Financial Services;Banks & Credit Unions,,,,
390FWEJVavlpg9VNWQxCWQ,"""Poke Bar""",,"""10701 N Scottsdale Rd""",Scottsdale,AZ,85254,33.5838841,-111.9246447,4.5,165,1,Poke;Food,,,,
QUs_7nqxo0xYE-KazHlx5A,"""Drury Inn & Suites Phoenix Happy Valley""",,"""2335 W Pinnacle Peak Rd""",Phoenix,AZ,85027,33.6997064,-112.1105611,4.5,65,1,Hotels & Travel;Event Planning & Services;Hotels,,,,
INbxt88XWRc6nYhIbswH8w,"""Rainbows Festival""",,"""115 N 6th St""",Phoenix,AZ,85004,33.4502566,-112.0662871,4.5,7,1,Arts & Entertainment;Festivals,,,,
bv4hb9zImZvXOHSOt2t-UQ,"""Fred Astaire Dance Studio of Chandler""",,"""2390 N Alma School Rd, Ste 125""",Chandler,AZ,85224,33.3409988,-111.8601111,4.5,16,1,Arts & Entertainment;Performing Arts;Specialty Schools;Active Life;Fitness & Instruction;Dance Studios;Dance Schools;Education,,,,
niYLhHZfVLu22IoC8_kq3w,"""Victoria Nails""",,"""4991 S Alma School Rd, Ste 15""",Chandler,AZ,85248,33.2338947,-111.8566231,4.5,4,1,Beauty & Spas;Nail Salons,,,,
DoY02CLtUg2ZpCWYwqWh6g,"""A & E Automotive""",,"""3015 E Main St, Ste 105""",Mesa,AZ,85213,33.4148155,-111.7657145,4.5,12,1,Oil Change Stations;Tires;Auto Repair;Automotive,,,,
UJkByg_F3d5sZWLZ97bm5Q,"""Union Hills Barber Shop""",,"""18400 N 19th Ave, Ste B""",Phoenix,AZ,85023,33.6530127,-112.0997597,4.5,3,1,Barbers;Beauty & Spas,,,,
s3V0I0xdIk3cPKK-AJeTKg,"""Arizona Heat Pest Services""",,"""13832 N 32nd St, Ste D-145""",Phoenix,AZ,85032,33.6131059,-112.014146,4.5,23,1,Local Services;Pest Control,,,,
0z010Dfuv-PLUIukFhYEHQ,"""Hydrate Salon and Spa""",,"""18261 N Pima Rd, Ste 125""",Scottsdale,AZ,85255,33.6528474,-111.8857167,4.5,19,1,Hair Salons;Day Spas;Beauty & Spas,,,,
4VOxaNfc-YnaT1xamBOKUw,"""Wok On""",,"""1920 W Broadway Rd""",Mesa,AZ,85202,33.4091395,-111.8723604,4.5,7,1,Restaurants;Chinese,,,,
JrXxQKt-TuHG1-ZjZifa1A,"""National Car Rental""",,"""1805 E Sky Harbor Cir S""",Phoenix,AZ,85034,33.43179,-112.04206,4.5,234,1,Car Rental;Hotels & Travel,,,,
f_xOPuRWACe2m96NrXosJQ,"""Smoke and Joe Lounge""",,"""29850 N Tatum Blvd, Ste 115""",Cave Creek,AZ,85331,33.7562269,-111.9928995,4.5,14,1,Tobacco Shops;Shopping;Coffee & Tea;Food,,,,
CUQGwZllSin4J8ZrJFa4rg,"""Shutter Shaque""",,"""8326 N 7th St""",Phoenix,AZ,85020,33.55947305,-112.0656505,4.5,6,1,Shades & Blinds;Home Services,,,,
Virk9jgmTs2tKidcEOehqA,"""John's Window Cleaning""",,"""2031 E Virgo Pl""",Chandler,AZ,85249,33.222851,-111.805642,4.5,6,1,Window Washing;Home Services;Home Cleaning,,,,
vA7gCRT0JsgSYy0U8NY0nA,"""Poke Spot""",,"""20831 N Scottsdale Rd, Ste 115""",Scottsdale,AZ,85255,33.67635359,-111.9228606,4.5,106,1,Food;Restaurants;Hawaiian;Seafood;Poke,,,,
oh-HacTAgdXJ9K2oJPbtdg,"""Biltmore Eye Physicians""",,"""4400 N 32nd St, Ste 280""",Phoenix,AZ,85018,33.5010051,-112.01332,4.5,16,1,Shopping;Health & Medical;Ophthalmologists;Optometrists;Eyewear & Opticians;Doctors,,,,
vk6t1-dg02KSF2AvnBJONQ,"""Paradise Valley Cooperative School""",,"""6239 E Bell Rd""",Scottsdale,AZ,85254,33.6397275,-111.9452594,4.5,9,1,Education;Preschools;Elementary Schools,,,,
kImrSRtU-JX4S2H_nlkcSQ,"""Rad-A-Tat Tattoo""",,"""3855 W Ray Rd""",Chandler,AZ,85226,33.3187426,-111.9088484,4.5,70,1,Piercing;Tattoo;Beauty & Spas,,,,
IgnwXUy5o5A4rb76zZeUng,"""Rum Runner's""",,"""8355 N 7th St""",Phoenix,AZ,85020,33.55958333,-112.0649086,4.5,25,1,Dive Bars;Nightlife;Bars,,,,
AASlZeiW3U7LlmvXTqMyYw,"""HTC Body Piercing - Uptown""",,"""4634 N 7th Ave""",Phoenix,AZ,85013,33.5051087,-112.0827464,4.5,75,1,Beauty & Spas;Shopping;Jewelry;Piercing,,,,
TG1hBEGLoQZt4T3OjC0G8A,"""Precision Auto Body""",,"""803 E Curry Rd""",Tempe,AZ,85281,33.4401492,-111.9278243,4.5,22,1,Automotive;Windshield Installation & Repair;Auto Repair;Auto Customization;Body Shops,,,,
bKoLvj4R8OUE2tFiqDvv_w,"""True REST Float Spa""",,"""1860 E Warner Rd, Ste 101""",Tempe,AZ,85284,33.3355941,-111.9072845,4.5,123,1,Oxygen Bars;Health & Medical;Beauty & Spas;Massage Therapy;Float Spa;Day Spas,,,,
#NAME?,"""Cold Stone Creamery""",,"""4990 S Gilbert Rd""",Chandler,AZ,85249,33.24230077,-111.7908343,4.5,4,0,Food;Ice Cream & Frozen Yogurt,,,,
u6q0f0JFTnVSNC2aWSDi_g,"""Tony's Bagels Deli & Coffee""",,"""9133 W Thunderbird Rd""",Peoria,AZ,85381,33.60912,-112.255836,4.5,7,0,Sandwiches;Delis;Restaurants,,,,
5L9XdHdBM5G0ui4bqYVUfw,"""Hamilton Aquatic Center""",,"""3838 S Arizona Ave""",Chandler,AZ,85248,33.249902,-111.842161,4.5,14,1,Swimming Pools;Active Life,,,,
FHZSKty-49xp2t8pF7YJ3g,"""Cigar King""",,"""7830 E Gelding Dr, Ste 100""",Scottsdale,AZ,85260,33.6154866,-111.9116185,4.5,45,1,Shopping;Beauty & Spas;Watches;Tobacco Shops;Cosmetics & Beauty Supply,,,,
h3YCZJ3sdlas34vBbOPMcQ,"""Edmar Fine Jewelry""",,"""11259 E Via Linda, Ste 112""",Scottsdale,AZ,85259,33.5865067,-111.8381091,4.5,7,1,Watches;Shopping;Jewelry Repair;Local Services;Jewelry,,,,
neO0lOx9YE3r7SvVkmpS8w,"""Arai Pastry""",,"""1335 W University Dr, Ste 4""",Tempe,AZ,85281,33.421319,-111.960158,4.5,104,1,Coffee & Tea;Desserts;Bakeries;Food,,,,
UlX9dzZdx1U8j7Gi4OEXPg,"""Desert Mountain Electric""",,"""515 E Carefree Hwy, Ste 4""",Phoenix,AZ,85085,33.875545,-112.079065,4.5,13,1,Lighting Fixtures & Equipment;Home Services;Electricians;Contractors,,,,
6qikZARLSIbNioBlY7OuVQ,"""Smallcakes Cupcakery and Creamery""",,"""9699 N Hayden Rd, Ste 109""",Scottsdale,AZ,85258,33.5749262,-111.9036254,4.5,86,1,Food;Ice Cream & Frozen Yogurt;Cupcakes;Desserts;Custom Cakes;Bakeries,,,,
hLG9zSdXXrIHkr8r9faG0A,"""Copenhagen Imports Warehouses & Clearance Center""",,"""4343 W Highland Ave""",Phoenix,AZ,85031,33.5039938,-112.1535265,4.5,22,1,Shopping;Furniture Stores;Home & Garden,,,,
qXA4i2geUxhNsUhdu0IEYQ,"""Nightingale Homecare""",,"""2411 W Rose Garden Ln, Ste 110""",Phoenix,AZ,85027,33.6755703,-112.1109745,4.5,9,1,Personal Care Services;Home Health Care;Health & Medical,,,,
#NAME?,"""Sunscreens By Mark""",,"""20817 N 21st Ave, Ste 15""",Phoenix,AZ,85027,33.67560424,-112.1038431,4.5,21,1,Shades & Blinds;Door Sales/Installation;Fences & Gates;Home Services,,,,
ee5Y3CUhsgCwQIEgXOOixg,"""Palms Restaurant and Market""",,"""2535 E Bell Rd""",Phoenix,AZ,85032,33.6401634,-112.0271725,4,6,0,Mediterranean;Restaurants;Greek,,,,
NjtSuYBNG-DEGNQ6koCWFg,"""Music Doctors""",,"""""",Paradise Valley,AZ,85253,33.546,-111.96828,4,3,1,Event Planning & Services;DJs;Musicians,,,,
I7P2-ky45FqMSnjQYWevVw,"""Animal Dermatology, PC""",,"""1616 E Glendale Ave""",Phoenix,AZ,85020,33.5385342,-112.0468037,4,19,1,Professional Services;Pet Services;Pets;Veterinarians,,,,
VELspuUy2mwBFR5HsvlcrQ,"""Student Recreation Complex""",,"""400 E Apache Blvd""",Tempe,AZ,85281,33.4147515,-111.9324639,4,4,1,Recreation Centers;Active Life,,,,
z3N_K9j5d-gTcBnp7tVxdg,"""Ironwood Library""",,"""4333 E Chandler Blvd""",Phoenix,AZ,85048,33.3048702,-111.9894638,4,12,1,Public Services & Government;Libraries,,,,
tXMYTZc0lxLNpnU1lI5j0Q,"""Walgreens""",,"""13723 N Litchfield Rd""",Surprise,AZ,85379,33.60906002,-112.3590047,4,5,1,Shopping;Drugstores;Medical Supplies,,,,
ZBPJrLSPxjquHpZYAfjHdQ,"""Glitter Nails and Spa""",,"""2017 E Cactus Rd, Ste H""",Phoenix,AZ,85022,33.5961862,-112.0361235,4,20,1,Nail Salons;Beauty & Spas,,,,
7jCkA0wQpFUDio8-ITylDg,"""Campbell's Car Wash""",,"""2150 E Sweetwater""",Phoenix,AZ,85022,33.6042036,-112.037312,4,54,1,Car Wash;Automotive,,,,
apJzZXcNKDlfw7yO3UeAMQ,"""Jo Ann Alvarez - State Farm Insurance Agent""",,"""3885 S Val Vista Dr, Ste 101""",Gilbert,AZ,85297,33.2797061,-111.7545598,4,4,1,Financial Services;Home & Rental Insurance;Auto Insurance;Banks & Credit Unions;Insurance,,,,
53-6pUb_NS-fxJPCJGizfQ,"""Pamela Chambers Consulting""",,"""8426 E Shea Blvd""",Scottsdale,AZ,85260,33.5828219,-111.8981656,4,9,1,Counseling & Mental Health;Occupational Therapy;Rehabilitation Center;Health & Medical,,,,
jrwMQylbcW5a97p5sjZQGg,"""Westworld of Scottsdale""",,"""16601 N Pima Rd""",Scottsdale,AZ,85260,33.631775,-111.877631,4,44,1,Stadiums & Arenas;Arts & Entertainment,,,,
m5uStfnjS2YP6HA4NUj_SA,"""Mayo Clinic Family Medicine - Thunderbird""",,"""13737 N 92nd St""",Scottsdale,AZ,85260,33.6107878,-111.8817971,4,10,1,Family Practice;Health & Medical;Doctors,,,,
DMljjOLnHQFHU4EH3ryq4g,"""Elements Massage""",,"""Chaparral Plaza, 7908 E Chaparral Rd, Suite 105""",Scottsdale,AZ,85250,33.51046371,-111.9113617,4,16,0,Massage Therapy;Health & Medical;Beauty & Spas;Massage,,,,
hPUGNTYAwuwKkHBKmcKCmQ,"""North Central Sports Bar""",,"""1170 E Northern Ave""",Phoenix,AZ,85020,33.5532465,-112.0571245,4,17,1,Nightlife;Sports Bars;Bars,,,,
KP-f7in9RSapddzIVRBE1Q,"""Genie G's""",,"""7349 W Indian School Rd""",Phoenix,AZ,85033,33.4942713,-112.2178347,4,66,1,Diners;American (New);Breakfast & Brunch;Restaurants,,,,
bRLAPT2XutDEbZCgjcEJKA,"""Tully's Coffee""",,"""10135 E Via Linda, Ste 117""",Scottsdale,AZ,85258,33.5747251,-111.8619471,4,7,0,Bakeries;Coffee & Tea;Food,,,,
yX2Iu4--Z6QK7kfEvvpgHg,"""Saffron Kitchen""",,"""""",Scottsdale,AZ,85258,33.5669912,-111.8985922,4,5,0,Event Planning & Services;Caterers,,,,
qZsRkYjSti2NibyFVU0P8A,"""Jimmy John's""",,"""800 N 54th St""",Chandler,AZ,85226,33.316811,-111.971527,4,46,1,Food Delivery Services;Sandwiches;Delis;Restaurants;Food,,,,
W-5cdzVAeRv0EtAeed4tqw,"""Sam's Gyros""",,"""8941 N Central Ave""",Phoenix,AZ,85020,33.567452,-112.073536,4,9,0,Hot Dogs;Middle Eastern;Restaurants;Fast Food,,,,
6lsVNfl7fLi8uQaG3BMJFw,"""uBreakiFix""",,"""1645 E Camelback Rd, Ste 104""",Phoenix,AZ,85016,33.5076828,-112.0459694,4,114,1,Local Services;Mobile Phone Repair;IT Services & Computer Repair;Mobile Phones;Electronics Repair;Shopping,,,,
Kx-FVuIdlnvPBXpJvcn5qw,"""Born & Glazed""",,"""3213 N Hayden Rd""",Scottsdale,AZ,85251,33.4861097,-111.908922,4,56,0,Donuts;Food,,,,
O6rGW7A7l_125-xzTZkRLQ,"""Sassi""",,"""10455 E Pinnacle Peak Pkwy""",Scottsdale,AZ,85255,33.725968,-111.855946,4,225,1,Party & Event Planning;Bars;Wine Bars;Italian;Restaurants;Nightlife;Venues & Event Spaces;Event Planning & Services,,,,
CO9Wz-mJRZKE5Xp02BYvtw,"""TLC Reflexology Massage""",,"""3961 E Chandler Blvd, Ste 105""",Phoenix,AZ,85048,33.3035053,-111.99869,4,14,0,Beauty & Spas;Reflexology;Massage;Health & Medical,,,,
8WKA2k3_tWMT1W1jYMOyqA,"""Costco""",,"""2450 E Beardsley Rd""",Phoenix,AZ,85050,33.67113098,-112.0281672,4,82,1,Shopping;Food;Wholesale Stores;Grocery,,,,
GJVF0797Y2fVkMZFQFM8Rg,"""Kale & Clover""",,"""20511 N Hayden Rd""",Scottsdale,AZ,85255,33.67204741,-111.9050601,4,186,1,American (New);Sandwiches;Salad;Restaurants,,,,
SUriWMwERjlU6kTZF_BXYA,"""Diamond Body Art""",,"""876 N McQueen Rd, Ste 104""",Gilbert,AZ,85233,33.3656078,-111.8252761,4,15,0,Tattoo;Piercing;Beauty & Spas,,,,
iGiol6c1Ir1rb0uYmHYYQw,"""Barry's True Value""",,"""7822 N 12th St, Ste A""",Phoenix,AZ,85020,33.55143338,-112.0566369,4,27,1,Home Services;Building Supplies;Wholesale Stores;Shopping;Hardware Stores;Home & Garden,,,,
j0h8OH6ktQsnTmIaJsN5Hw,"""Rubio's""",,"""15705 North Hayden Rd, Ste C8-9""",Scottsdale,AZ,85260,33.62816769,-111.8914398,4,76,1,Seafood;Event Planning & Services;Mexican;Salad;Restaurants;Caterers,,,,
wxS5oL9IzxEXtkP7t_lkSw,"""Arizona's Best Smoke Shop""",,"""1955 W Main St, Ste 102""",Mesa,AZ,85201,33.4133164,-111.8740335,4,23,1,Gift Shops;Head Shops;Shopping;Tobacco Shops;Nightlife;Flowers & Gifts,,,,
Z4gud3zJIdX_uAZwhT66xA,"""AZ Mobile Pool Service""",,"""4041 E Hartford Ave""",Phoenix,AZ,85032,33.644843,-111.994234,4,7,1,Home Services;Pool Cleaners;Pool & Hot Tub Service,,,,
s8zqkI4nVp4VOPayjo8JGg,"""KC Cabinet""",,"""4507 N 43rd Ave""",Phoenix,AZ,85031,33.5018636,-112.1509613,4,4,1,Home Services;Interior Design;Cabinetry;Building Supplies,,,,
5zHi8eQhO7sO3N15zHgkUg,"""Even Stevens Sandwiches""",,"""21 W Van Buren St""",Phoenix,AZ,85003,33.4510721,-112.0747304,4,146,1,Salad;Sandwiches;Restaurants;Breakfast & Brunch;Gluten-Free,,,,
ms7cmWkPiSBDTnz-1sv2kQ,"""Ticoz Latin Kitchen""",,"""5114 N 7th St""",Phoenix,AZ,85014,33.51167798,-112.0653424,4,449,0,Caribbean;Mexican;Restaurants;Latin American,,,,
zqNgwQjj0_XAll-neGikIw,"""Merci French Cafe & Patisserie""",,"""7620 E Indian School Rd""",Scottsdale,AZ,85251,33.49664,-111.916218,4,261,1,French;Cafes;Breakfast & Brunch;Restaurants,,,,
8g5wu4oJx54wpsvdDIas4Q,"""Redz Urban Table""",,"""2999 N 44th St""",Phoenix,AZ,85018,33.48261572,-111.986426,4,5,1,Restaurants;Salad;Breakfast & Brunch;Sandwiches,,,,
58r0y-4rDHtyCW4t8HfUsQ,"""Duck & Decanter""",,"""3111 N Central Ave, Ste 110""",Phoenix,AZ,85012,33.4847321,-112.0733205,4,24,0,Restaurants;Sandwiches,,,,
PStQCGyfwy_aJNkuHW2X6w,"""Elite Laser & Spa""",,"""625 N Gilbert Rd, Ste 101""",Gilbert,AZ,85234,33.3611331,-111.7893123,4,5,1,Medical Spas;Laser Hair Removal;Skin Care;Hair Removal;Health & Medical;Weight Loss Centers;Beauty & Spas,,,,
H2RgkjPs3W-CxbyygCJJew,"""Pacific Gardens""",,"""4747 E Elliott Rd""",Phoenix,AZ,85044,33.34819017,-111.9833333,4,88,0,Sushi Bars;Restaurants;Asian Fusion;Chinese,,,,
ko9g03dv34Ftz37Q6J5C9Q,"""Aqua-Tots Swim Schools Ahwatukee""",,"""4735 E Ray Rd, Ste A001""",Ahwatukee,AZ,85044,33.3176482,-111.9811282,4,6,1,Specialty Schools;Active Life;Swimming Lessons/Schools;Fitness & Instruction;Education,,,,
